unsupervised_model,supervised_model,gene_set,normalization,task,group,label_type,num_genes,num_features,num_samples,num_classes,score,score_units
no embedding,proportional hazard,all,z-score,COAD PFI,train,survival,57992,57992,455,2,0.5525455531162983,C-index
no embedding,proportional hazard,all,z-score,UCEC OS,train,survival,57992,57992,540,2,0.5837204293592583,C-index
no embedding,proportional hazard,all,z-score,PAAD PFI,train,survival,57992,57992,178,2,0.5128300257214847,C-index
no embedding,proportional hazard,all,z-score,COAD OS,train,survival,57992,57992,455,2,0.5568682237103102,C-index
no embedding,proportional hazard,all,z-score,OV OS,train,survival,57992,57992,420,2,0.5411250535267347,C-index
no embedding,proportional hazard,all,z-score,UCEC PFI,train,survival,57992,57992,540,2,0.5957868839211784,C-index
no embedding,proportional hazard,all,z-score,STAD PFI,train,survival,57992,57992,411,2,0.5725799007186405,C-index
no embedding,proportional hazard,all,z-score,BLCA PFI,test,survival,57992,57992,408,2,0.6226441805058341,C-index
no embedding,proportional hazard,all,z-score,LUAD OS,train,survival,57992,57992,507,2,0.5507384651680072,C-index
no embedding,proportional hazard,all,z-score,STAD OS,train,survival,57992,57992,409,2,0.6235337845587522,C-index
no embedding,proportional hazard,all,z-score,ECSA OS,train,survival,57992,57992,184,2,0.5110459042906278,C-index
no embedding,proportional hazard,all,z-score,PAAD OS,train,survival,57992,57992,178,2,0.5877569559465255,C-index
no embedding,proportional hazard,all,z-score,BLCA OS,test,survival,57992,57992,407,2,0.6099232990657769,C-index
no embedding,proportional hazard,all,z-score,HNSC OS,validate,survival,57992,57992,501,2,0.6374558257533486,C-index
no embedding,proportional hazard,all,z-ternary,ECSA PFI,train,survival,57992,57992,184,2,0.48460440927065096,C-index
no embedding,proportional hazard,all,z-ternary,SARC OS,train,survival,57992,57992,259,2,0.5005028256007062,C-index
no embedding,proportional hazard,all,z-ternary,LUSC OS,test,survival,57992,57992,495,2,0.5602893481459772,C-index
no embedding,proportional hazard,all,z-ternary,CESC OS,train,survival,57992,57992,304,2,0.5504976029801071,C-index
no embedding,proportional hazard,all,z-ternary,KIRP PFI,train,survival,57992,57992,288,2,0.506032533493737,C-index
no embedding,proportional hazard,all,z-ternary,OV PFI,train,survival,57992,57992,420,2,0.5605526821797139,C-index
no embedding,proportional hazard,all,z-ternary,CESC PFI,train,survival,57992,57992,304,2,0.5589008404345679,C-index
no embedding,proportional hazard,all,z-ternary,LUSC PFI,test,survival,57992,57992,496,2,0.5470382895561843,C-index
no embedding,proportional hazard,all,z-ternary,SARC PFI,train,survival,57992,57992,259,2,0.5443055995905013,C-index
no embedding,proportional hazard,all,z-ternary,HNSC PFI,validate,survival,57992,57992,501,2,0.5395462649677489,C-index
no embedding,proportional hazard,all,z-ternary,LUAD PFI,train,survival,57992,57992,507,2,0.5417139665675303,C-index
no embedding,proportional hazard,all,z-ternary,KIRP OS,train,survival,57992,57992,289,2,0.4887989683966051,C-index
no embedding,proportional hazard,all,z-ternary,COAD PFI,train,survival,57992,57992,455,2,0.5665472505231183,C-index
no embedding,proportional hazard,all,z-ternary,UCEC OS,train,survival,57992,57992,540,2,0.5920071093261446,C-index
no embedding,proportional hazard,all,z-ternary,PAAD PFI,train,survival,57992,57992,178,2,0.5225901629364849,C-index
no embedding,proportional hazard,all,z-ternary,COAD OS,train,survival,57992,57992,455,2,0.5455404519843094,C-index
no embedding,proportional hazard,all,z-ternary,OV OS,train,survival,57992,57992,420,2,0.5397213538605824,C-index
no embedding,proportional hazard,all,z-ternary,UCEC PFI,train,survival,57992,57992,540,2,0.6090751916481603,C-index
no embedding,proportional hazard,all,z-ternary,STAD PFI,train,survival,57992,57992,411,2,0.5866542700222743,C-index
no embedding,proportional hazard,all,z-ternary,BLCA PFI,test,survival,57992,57992,408,2,0.5811912994095056,C-index
no embedding,proportional hazard,all,z-ternary,LUAD OS,train,survival,57992,57992,507,2,0.5450206244509409,C-index
no embedding,proportional hazard,all,z-ternary,STAD OS,train,survival,57992,57992,409,2,0.5866714510006331,C-index
no embedding,proportional hazard,all,z-ternary,ECSA OS,train,survival,57992,57992,184,2,0.5451445962302826,C-index
no embedding,proportional hazard,all,z-ternary,PAAD OS,train,survival,57992,57992,178,2,0.531613044629775,C-index
no embedding,proportional hazard,all,z-ternary,BLCA OS,test,survival,57992,57992,407,2,0.5768646894241537,C-index
no embedding,proportional hazard,all,z-ternary,HNSC OS,validate,survival,57992,57992,501,2,0.6277951724930251,C-index
no embedding,proportional hazard,O,tpm,ECSA PFI,train,survival,17970,17970,184,2,0.4644504502729711,C-index
no embedding,proportional hazard,O,tpm,SARC OS,train,survival,17970,17970,259,2,0.5005398997277386,C-index
no embedding,proportional hazard,O,tpm,LUSC OS,test,survival,17970,17970,495,2,0.4983679498396669,C-index
no embedding,proportional hazard,O,tpm,CESC OS,train,survival,17970,17970,304,2,0.5504180155627215,C-index
no embedding,proportional hazard,O,tpm,KIRP PFI,train,survival,17970,17970,288,2,0.5054921625363876,C-index
no embedding,proportional hazard,O,tpm,OV PFI,train,survival,17970,17970,420,2,0.5176387849012166,C-index
no embedding,proportional hazard,O,tpm,CESC PFI,train,survival,17970,17970,304,2,0.5548317093189588,C-index
no embedding,proportional hazard,O,tpm,LUSC PFI,test,survival,17970,17970,496,2,0.5140603449804564,C-index
no embedding,proportional hazard,O,tpm,SARC PFI,train,survival,17970,17970,259,2,0.5131242800430738,C-index
no embedding,proportional hazard,O,tpm,HNSC PFI,validate,survival,17970,17970,501,2,0.5538069436572804,C-index
no embedding,proportional hazard,O,tpm,LUAD PFI,train,survival,17970,17970,507,2,0.543991125835029,C-index
no embedding,proportional hazard,O,tpm,KIRP OS,train,survival,17970,17970,289,2,0.5066703175359505,C-index
no embedding,proportional hazard,O,tpm,COAD PFI,train,survival,17970,17970,455,2,0.5683894344849525,C-index
no embedding,proportional hazard,O,tpm,UCEC OS,train,survival,17970,17970,540,2,0.5843909274316468,C-index
no embedding,proportional hazard,O,tpm,PAAD PFI,train,survival,17970,17970,178,2,0.4919295358923842,C-index
no embedding,proportional hazard,O,tpm,COAD OS,train,survival,17970,17970,455,2,0.5622343461734072,C-index
no embedding,proportional hazard,O,tpm,OV OS,train,survival,17970,17970,420,2,0.5157914059936329,C-index
no embedding,proportional hazard,O,tpm,UCEC PFI,train,survival,17970,17970,540,2,0.576529410364495,C-index
no embedding,proportional hazard,O,tpm,STAD PFI,train,survival,17970,17970,411,2,0.5276618194064159,C-index
no embedding,proportional hazard,O,tpm,BLCA PFI,test,survival,17970,17970,408,2,0.5812428324675587,C-index
no embedding,proportional hazard,O,tpm,LUAD OS,train,survival,17970,17970,507,2,0.5413842607431817,C-index
no embedding,proportional hazard,O,tpm,STAD OS,train,survival,17970,17970,409,2,0.5579199154877463,C-index
no embedding,proportional hazard,O,tpm,ECSA OS,train,survival,17970,17970,184,2,0.5408154819948902,C-index
no embedding,proportional hazard,O,tpm,PAAD OS,train,survival,17970,17970,178,2,0.5324704734629997,C-index
no embedding,proportional hazard,O,tpm,BLCA OS,test,survival,17970,17970,407,2,0.5671563846437718,C-index
no embedding,proportional hazard,O,tpm,HNSC OS,validate,survival,17970,17970,501,2,0.5954618291466847,C-index
no embedding,proportional hazard,O,clr,ECSA PFI,train,survival,17970,17970,184,2,0.477503272050045,C-index
no embedding,proportional hazard,O,clr,SARC OS,train,survival,17970,17970,259,2,0.5096360754578015,C-index
no embedding,proportional hazard,O,clr,LUSC OS,test,survival,17970,17970,495,2,0.5508883711825611,C-index
no embedding,proportional hazard,O,clr,CESC OS,train,survival,17970,17970,304,2,0.5387373231430777,C-index
no embedding,proportional hazard,O,clr,KIRP PFI,train,survival,17970,17970,288,2,0.570713275882385,C-index
no embedding,proportional hazard,O,clr,OV PFI,train,survival,17970,17970,420,2,0.5595146487232744,C-index
no embedding,proportional hazard,O,clr,CESC PFI,train,survival,17970,17970,304,2,0.5723893091031309,C-index
no embedding,proportional hazard,O,clr,LUSC PFI,test,survival,17970,17970,496,2,0.5318507442078786,C-index
no embedding,proportional hazard,O,clr,SARC PFI,train,survival,17970,17970,259,2,0.4667761912367162,C-index
no embedding,proportional hazard,O,clr,HNSC PFI,validate,survival,17970,17970,501,2,0.5731361382604118,C-index
no embedding,proportional hazard,O,clr,LUAD PFI,train,survival,17970,17970,507,2,0.5405173256511739,C-index
no embedding,proportional hazard,O,clr,KIRP OS,train,survival,17970,17970,289,2,0.5423909075489728,C-index
no embedding,proportional hazard,O,clr,COAD PFI,train,survival,17970,17970,455,2,0.5506936120204594,C-index
no embedding,proportional hazard,O,clr,UCEC OS,train,survival,17970,17970,540,2,0.5856628255372308,C-index
no embedding,proportional hazard,O,clr,PAAD PFI,train,survival,17970,17970,178,2,0.6051000615934751,C-index
no embedding,proportional hazard,O,clr,COAD OS,train,survival,17970,17970,455,2,0.5743346392611398,C-index
no embedding,proportional hazard,O,clr,OV OS,train,survival,17970,17970,420,2,0.5256702954820492,C-index
no embedding,proportional hazard,O,clr,UCEC PFI,train,survival,17970,17970,540,2,0.5845258517796181,C-index
no embedding,proportional hazard,O,clr,STAD PFI,train,survival,17970,17970,411,2,0.5632341946431222,C-index
no embedding,proportional hazard,O,clr,BLCA PFI,test,survival,17970,17970,408,2,0.6138440955820117,C-index
no embedding,proportional hazard,O,clr,LUAD OS,train,survival,17970,17970,507,2,0.5616698138053265,C-index
no embedding,proportional hazard,O,clr,STAD OS,train,survival,17970,17970,409,2,0.5654794028116886,C-index
no embedding,proportional hazard,O,clr,ECSA OS,train,survival,17970,17970,184,2,0.5599024908782523,C-index
no embedding,proportional hazard,O,clr,PAAD OS,train,survival,17970,17970,178,2,0.5598172268420905,C-index
no embedding,proportional hazard,O,clr,BLCA OS,test,survival,17970,17970,407,2,0.6051526579429584,C-index
no embedding,proportional hazard,O,clr,HNSC OS,validate,survival,17970,17970,501,2,0.6235363372660809,C-index
no embedding,proportional hazard,O,z-score,ECSA PFI,train,survival,17970,17970,184,2,0.4709960648000641,C-index
no embedding,proportional hazard,O,z-score,SARC OS,train,survival,17970,17970,259,2,0.5005861226947345,C-index
no embedding,proportional hazard,O,z-score,LUSC OS,test,survival,17970,17970,495,2,0.5508883711825611,C-index
no embedding,proportional hazard,O,z-score,CESC OS,train,survival,17970,17970,304,2,0.5610673113110668,C-index
no embedding,proportional hazard,O,z-score,KIRP PFI,train,survival,17970,17970,288,2,0.558770957389918,C-index
no embedding,proportional hazard,O,z-score,OV PFI,train,survival,17970,17970,420,2,0.4686768274109871,C-index
no embedding,proportional hazard,O,z-score,CESC PFI,train,survival,17970,17970,304,2,0.5617013840910061,C-index
no embedding,proportional hazard,O,z-score,LUSC PFI,test,survival,17970,17970,496,2,0.5318507442078786,C-index
no embedding,proportional hazard,O,z-score,SARC PFI,train,survival,17970,17970,259,2,0.4914773251784686,C-index
no embedding,proportional hazard,O,z-score,HNSC PFI,validate,survival,17970,17970,501,2,0.5214279428020496,C-index
no embedding,proportional hazard,O,z-score,LUAD PFI,train,survival,17970,17970,507,2,0.5415959415185579,C-index
no embedding,proportional hazard,O,z-score,KIRP OS,train,survival,17970,17970,289,2,0.5423909075489728,C-index
no embedding,proportional hazard,O,z-score,COAD PFI,train,survival,17970,17970,455,2,0.5323927238375862,C-index
no embedding,proportional hazard,O,z-score,UCEC OS,train,survival,17970,17970,540,2,0.5779067821309972,C-index
no embedding,proportional hazard,O,z-score,PAAD PFI,train,survival,17970,17970,178,2,0.5460844003863732,C-index
no embedding,proportional hazard,O,z-score,COAD OS,train,survival,17970,17970,455,2,0.5743346392611398,C-index
no embedding,proportional hazard,O,z-score,OV OS,train,survival,17970,17970,420,2,0.5243054579493656,C-index
no embedding,proportional hazard,O,z-score,UCEC PFI,train,survival,17970,17970,540,2,0.5821453379543187,C-index
no embedding,proportional hazard,O,z-score,STAD PFI,train,survival,17970,17970,411,2,0.5632341946431222,C-index
no embedding,proportional hazard,O,z-score,BLCA PFI,test,survival,17970,17970,408,2,0.6138440955820117,C-index
no embedding,proportional hazard,O,z-score,LUAD OS,train,survival,17970,17970,507,2,0.5406924995111209,C-index
no embedding,proportional hazard,O,z-score,STAD OS,train,survival,17970,17970,409,2,0.5654203845192359,C-index
no embedding,proportional hazard,O,z-score,ECSA OS,train,survival,17970,17970,184,2,0.5330575781420409,C-index
no embedding,proportional hazard,O,z-score,PAAD OS,train,survival,17970,17970,178,2,0.5509500464384243,C-index
no embedding,proportional hazard,O,z-score,BLCA OS,test,survival,17970,17970,407,2,0.6051526579429584,C-index
no embedding,proportional hazard,O,z-score,HNSC OS,validate,survival,17970,17970,501,2,0.6385819845052624,C-index
no embedding,proportional hazard,O,z-ternary,ECSA PFI,train,survival,17970,17970,184,2,0.5330158023984218,C-index
no embedding,proportional hazard,O,z-ternary,SARC OS,train,survival,17970,17970,259,2,0.5057736318225462,C-index
no embedding,proportional hazard,O,z-ternary,LUSC OS,test,survival,17970,17970,495,2,0.5314123917571115,C-index
no embedding,proportional hazard,O,z-ternary,CESC OS,train,survival,17970,17970,304,2,0.5304281870509204,C-index
no embedding,proportional hazard,O,z-ternary,KIRP PFI,train,survival,17970,17970,288,2,0.5218249042404551,C-index
no embedding,proportional hazard,O,z-ternary,OV PFI,train,survival,17970,17970,420,2,0.5047686961529505,C-index
no embedding,proportional hazard,O,z-ternary,CESC PFI,train,survival,17970,17970,304,2,0.5457523135191835,C-index
no embedding,proportional hazard,O,z-ternary,LUSC PFI,test,survival,17970,17970,496,2,0.5423880767149134,C-index
no embedding,proportional hazard,O,z-ternary,SARC PFI,train,survival,17970,17970,259,2,0.500285955378118,C-index
no embedding,proportional hazard,O,z-ternary,HNSC PFI,validate,survival,17970,17970,501,2,0.5625022967708067,C-index
no embedding,proportional hazard,O,z-ternary,LUAD PFI,train,survival,17970,17970,507,2,0.5527214440310215,C-index
no embedding,proportional hazard,O,z-ternary,KIRP OS,train,survival,17970,17970,289,2,0.5010198644139694,C-index
no embedding,proportional hazard,O,z-ternary,COAD PFI,train,survival,17970,17970,455,2,0.5594823971218894,C-index
no embedding,proportional hazard,O,z-ternary,UCEC OS,train,survival,17970,17970,540,2,0.5890770706865981,C-index
no embedding,proportional hazard,O,z-ternary,PAAD PFI,train,survival,17970,17970,178,2,0.6144036632987718,C-index
no embedding,proportional hazard,O,z-ternary,COAD OS,train,survival,17970,17970,455,2,0.5367923518859279,C-index
no embedding,proportional hazard,O,z-ternary,OV OS,train,survival,17970,17970,420,2,0.4973444409869298,C-index
no embedding,proportional hazard,O,z-ternary,UCEC PFI,train,survival,17970,17970,540,2,0.6004341269526461,C-index
no embedding,proportional hazard,O,z-ternary,STAD PFI,train,survival,17970,17970,411,2,0.5918386076240985,C-index
no embedding,proportional hazard,O,z-ternary,BLCA PFI,test,survival,17970,17970,408,2,0.5756242909759715,C-index
no embedding,proportional hazard,O,z-ternary,LUAD OS,train,survival,17970,17970,507,2,0.5492951567930197,C-index
no embedding,proportional hazard,O,z-ternary,STAD OS,train,survival,17970,17970,409,2,0.5697202468247753,C-index
no embedding,proportional hazard,O,z-ternary,ECSA OS,train,survival,17970,17970,184,2,0.5314158197703434,C-index
no embedding,proportional hazard,O,z-ternary,PAAD OS,train,survival,17970,17970,178,2,0.5865159694464971,C-index
no embedding,proportional hazard,O,z-ternary,BLCA OS,test,survival,17970,17970,407,2,0.5825549442920053,C-index
no embedding,proportional hazard,O,z-ternary,HNSC OS,validate,survival,17970,17970,501,2,0.6161709098993639,C-index
no embedding,proportional hazard,OT,tpm,ECSA PFI,train,survival,1530,1530,184,2,0.35983626706707483,C-index
no embedding,proportional hazard,OT,tpm,SARC OS,train,survival,1530,1530,259,2,0.4625998993100676,C-index
no embedding,proportional hazard,OT,tpm,LUSC OS,test,survival,1530,1530,495,2,0.4973074692309528,C-index
no embedding,proportional hazard,OT,tpm,CESC OS,train,survival,1530,1530,304,2,0.4714265877630525,C-index
no embedding,proportional hazard,OT,tpm,KIRP PFI,train,survival,1530,1530,288,2,0.4744051193852588,C-index
no embedding,proportional hazard,OT,tpm,OV PFI,train,survival,1530,1530,420,2,0.4816615501756177,C-index
no embedding,proportional hazard,OT,tpm,CESC PFI,train,survival,1530,1530,304,2,0.4822813336814044,C-index
no embedding,proportional hazard,OT,tpm,LUSC PFI,test,survival,1530,1530,496,2,0.4860250187993817,C-index
no embedding,proportional hazard,OT,tpm,SARC PFI,train,survival,1530,1530,259,2,0.4513667964589267,C-index
no embedding,proportional hazard,OT,tpm,HNSC PFI,validate,survival,1530,1530,501,2,0.4984859858704211,C-index
no embedding,proportional hazard,OT,tpm,LUAD PFI,train,survival,1530,1530,507,2,0.5195458630926452,C-index
no embedding,proportional hazard,OT,tpm,KIRP OS,train,survival,1530,1530,289,2,0.4865847048681055,C-index
no embedding,proportional hazard,OT,tpm,COAD PFI,train,survival,1530,1530,455,2,0.5185044789214327,C-index
no embedding,proportional hazard,OT,tpm,UCEC OS,train,survival,1530,1530,540,2,0.5054089615186962,C-index
no embedding,proportional hazard,OT,tpm,PAAD PFI,train,survival,1530,1530,178,2,0.5113243378588608,C-index
no embedding,proportional hazard,OT,tpm,COAD OS,train,survival,1530,1530,455,2,0.4719049346787442,C-index
no embedding,proportional hazard,OT,tpm,OV OS,train,survival,1530,1530,420,2,0.5125886749299533,C-index
no embedding,proportional hazard,OT,tpm,UCEC PFI,train,survival,1530,1530,540,2,0.5045728977926709,C-index
