# git tag version 2.1.1 |  motus version 2.1.1 | map_tax 2.1.1 | gene database: nr2.1.1 | calc_mgc 2.1.1 -y insert.scaled_counts -l 75 | calc_motu 2.1.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.1.1 meta_mOTU_2.1.1
# call: python /home/antonycp/tools/mOTUs_v2/motus profile -q -s /home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R1.fastq.gz,/home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R2.fastq.gz
#mOTU	consensus_taxonomy	unnamed sample
ref_mOTU_v2_1321	k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus solfataricus	0.0000000000
ref_mOTU_v2_1322	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma parvum	0.0000000000
ref_mOTU_v2_1323	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium gilvum	0.0000000000
ref_mOTU_v2_1324	k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutaceae gen. incertae sedis|s__Opitutaceae sp. [C]	0.0000000000
ref_mOTU_v2_1325	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Pseudogulbenkiania|s__Pseudogulbenkiania ferrooxidans [C]	0.0000000000
ref_mOTU_v2_1326	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella philomiragia	0.0000000000
ref_mOTU_v2_1327	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia kristensenii	0.0000000000
ref_mOTU_v2_1328	k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium commune	0.0000000000
ref_mOTU_v2_1329	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter dehalogenans [C]	0.0000000000
ref_mOTU_v2_1330	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia ruckeri	0.0000000000
ref_mOTU_v2_1331	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma hyosynoviae	0.0000000000
ref_mOTU_v2_1332	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Taylorella|s__Taylorella equigenitalis	0.0000000000
ref_mOTU_v2_1333	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium lividum	0.0000000000
ref_mOTU_v2_1334	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium profundum	0.0000000000
ref_mOTU_v2_1335	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Thauera|s__Thauera sp. [C 27/28]	0.0000000000
ref_mOTU_v2_1336	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium jeikeium	0.0000000000
ref_mOTU_v2_1337	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes class incertae sedis|o__Bacteroidetes Order II. Incertae sedis|f__Rhodothermaceae|g__Salinibacter|s__Salinibacter ruber	0.0000000000
ref_mOTU_v2_1338	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Nodularia|s__Nodularia spumigena	0.0000000000
ref_mOTU_v2_1339	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio sp. [C ordalii/anguillarum]	0.0000000000
ref_mOTU_v2_1340	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas syringae [C]	0.0000000000
ref_mOTU_v2_1341	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus sp. [C NKBG042902/PCC 7002]	0.0000000000
ref_mOTU_v2_1342	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Nitrosococcus|s__Nitrosococcus oceani	0.0000000000
ref_mOTU_v2_1343	k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae|g__Chloroflexus|s__Chloroflexus aurantiacus	0.0000000000
ref_mOTU_v2_1344	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella baltica	0.0000000000
ref_mOTU_v2_1345	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. [C carboxidivorans/drakei]	0.0000000000
ref_mOTU_v2_1346	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia|s__Orientia tsutsugamushi	0.0000000000
ref_mOTU_v2_1347	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter cryohalolentis [C]	0.0000000000
ref_mOTU_v2_1348	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia bellii	0.0000000000
ref_mOTU_v2_1350	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. [C salina/smyrnensis]	0.0000000000
ref_mOTU_v2_1351	k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum sp. [C arsenaticum/oguniense]	0.0000000000
ref_mOTU_v2_1352	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia frederiksenii	0.0000000000
ref_mOTU_v2_1353	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp. [C austroafricanum/vanbaalenii]	0.0000000000
ref_mOTU_v2_1354	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira biflexa	0.0000000000
ref_mOTU_v2_1355	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halobiforma|s__Halobiforma lacisalsi	0.0000000000
ref_mOTU_v2_1356	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella avium	0.0000000000
ref_mOTU_v2_1357	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales Family XII. Incertae Sedis|g__Exiguobacterium|s__Exiguobacterium sp. [C AT1b/NG55]	0.0000000000
ref_mOTU_v2_1358	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum walsbyi	0.0000000000
ref_mOTU_v2_1359	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus ginsengihumi	0.0000000000
ref_mOTU_v2_1360	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio sp. [C sinaloensis/caribbeanicus/variabilis]	0.0000000000
ref_mOTU_v2_1361	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella tribocorum	0.0000000000
ref_mOTU_v2_1362	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Phaeobacter|s__Phaeobacter sp. [C gallaeciensis/inhibens]	0.0000000000
ref_mOTU_v2_1363	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio vulgaris	0.0000000000
ref_mOTU_v2_1364	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga thiooxydans	0.0000000000
ref_mOTU_v2_1365	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia multivorans	0.0000000000
ref_mOTU_v2_1366	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum	0.0000000000
ref_mOTU_v2_1367	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Oscillatoriales|f__Cyanothecaceae|g__Cyanothece|s__Cyanothece sp. [C PCC 8801/PCC 8802]	0.0000000000
ref_mOTU_v2_1368	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio sulfidiphilus	0.0000000000
ref_mOTU_v2_1369	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium sp. [C agile/album]	0.0000000000
ref_mOTU_v2_1370	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium sp. [C 4-46/WSM2598]	0.0000000000
ref_mOTU_v2_1371	k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera sedula	0.0000000000
ref_mOTU_v2_1372	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia|s__Serratia proteamaculans [C]	0.0000000000
ref_mOTU_v2_1373	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora erythraea	0.0000000000
ref_mOTU_v2_1374	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Xenorhabdus|s__Xenorhabdus nematophila	0.0000000000
ref_mOTU_v2_1375	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|s__Paraburkholderia zhejiangensis [C]	0.0000000000
ref_mOTU_v2_1376	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__[Ruminococcus] torques [C]	0.0000000000
ref_mOTU_v2_1377	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Flavonifractor|s__Flavonifractor plautii [C]	0.0000000000
ref_mOTU_v2_1378	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides merdae	0.0000000000
ref_mOTU_v2_1379	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii	0.0000000000
ref_mOTU_v2_1380	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] saccharolyticum [C]	0.0000000000
ref_mOTU_v2_1381	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes caccae [C]	0.0000000000
ref_mOTU_v2_1382	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	0.0000000000
ref_mOTU_v2_1383	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens [C]	0.0000000000
ref_mOTU_v2_1384	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii	0.0000000000
ref_mOTU_v2_1385	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii	0.0000000000
ref_mOTU_v2_1386	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis|g__Thiomonas|s__Thiomonas sp. [C arsenitoxydans/intermedia]	0.0000000000
ref_mOTU_v2_1387	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium|s__[Eubacterium] siraeum	0.0000000000
ref_mOTU_v2_1388	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium kluyveri	0.0000000000
ref_mOTU_v2_1389	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria mucosa	0.0000000000
ref_mOTU_v2_1390	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pseudovibrio|s__Pseudovibrio sp. [C FO-BEG1/JE062]	0.0000000000
ref_mOTU_v2_1391	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Leisingera|s__Leisingera daeponensis	0.0000000000
ref_mOTU_v2_1392	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Oscillatoriales|f__Cyanothecaceae|g__Cyanothece|s__Cyanothece sp. ATCC 51142	0.0000000000
ref_mOTU_v2_1393	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces clavuligerus	0.0000000000
ref_mOTU_v2_1394	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp. [C 3_1_syn3/6_1_46AFAA]	0.0000000000
ref_mOTU_v2_1395	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. 3_1_31 [C]	0.0000000000
ref_mOTU_v2_1396	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium ulcerans	0.0000000000
ref_mOTU_v2_1397	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Arthrospira|s__Arthrospira sp. [C maxima/platensis]	0.0000000000
ref_mOTU_v2_1398	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus gordonii	0.0000000000
ref_mOTU_v2_1399	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. 2_1_36FAA	0.0016151640
ref_mOTU_v2_1400	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halogeometricum|s__Halogeometricum borinquense	0.0000000000
ref_mOTU_v2_1401	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. [C 29_1/D6]	0.0000000000
ref_mOTU_v2_1402	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium periodonticum	0.0000000000
ref_mOTU_v2_1403	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium sp. oral taxon 370	0.0000000000
ref_mOTU_v2_1404	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium gonidiaformans	0.0000000000
ref_mOTU_v2_1405	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella excrementihominis [C]	0.0000000000
ref_mOTU_v2_1406	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces olivaceus [C]	0.0000000000
ref_mOTU_v2_1407	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. [C ochraceiscleroticus/violens]	0.0000000000
ref_mOTU_v2_1408	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium salinarum	0.0000000000
ref_mOTU_v2_1409	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii	0.0000000000
ref_mOTU_v2_1410	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii	0.0000000000
ref_mOTU_v2_1411	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter heparinus	0.0000000000
ref_mOTU_v2_1412	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria lactamica	0.0000000000
ref_mOTU_v2_1413	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma fermentans	0.0000000000
ref_mOTU_v2_1414	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Jejuia|s__Jejuia pallidilutea	0.0000000000
ref_mOTU_v2_1415	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma urealyticum	0.0000000000
ref_mOTU_v2_1416	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__[Eubacterium] rectale	0.0000000000
ref_mOTU_v2_1417	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes class incertae sedis|o__Bacteroidetes Order II. Incertae sedis|f__Rhodothermaceae|g__Rhodothermus|s__Rhodothermus marinus	0.0000000000
ref_mOTU_v2_1418	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus|s__Alicyclobacillus acidocaldarius	0.0000000000
ref_mOTU_v2_1419	k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales Family III. Incertae Sedis|g__Caldicellulosiruptor|s__Caldicellulosiruptor sp. [C bescii/kronotskyensis]	0.0000000000
ref_mOTU_v2_1420	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax mediterranei	0.0000000000
ref_mOTU_v2_1421	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium vaginae	0.0000000000
ref_mOTU_v2_1422	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. [C pseudogenitalium/tuberculostearicum]	0.0026680078
ref_mOTU_v2_1423	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix rhusiopathiae	0.0000000000
ref_mOTU_v2_1424	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus iners [C]	0.0000000000
ref_mOTU_v2_1425	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus jensenii	0.0000000000
ref_mOTU_v2_1426	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium spiritivorum	0.0000000000
ref_mOTU_v2_1427	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia intestinalis	0.0000000000
ref_mOTU_v2_1428	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia hansenii [C]	0.0000000000
ref_mOTU_v2_1429	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter canadensis	0.0000000000
ref_mOTU_v2_1430	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena [C]	0.0000000000
ref_mOTU_v2_1431	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium genosp. SA-4	0.0000000000
ref_mOTU_v2_1432	k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum sp. HO	0.0000000000
ref_mOTU_v2_1433	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrialba|s__Natrialba magadii	0.0000000000
ref_mOTU_v2_1434	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium aurimucosum	0.0000000000
ref_mOTU_v2_1435	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium glucuronolyticum	0.0000000000
ref_mOTU_v2_1436	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii	0.0000000000
ref_mOTU_v2_1437	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella vaginalis	0.0000000000
ref_mOTU_v2_1438	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia mucilaginosa	0.0000000000
ref_mOTU_v2_1439	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium matruchotii	0.0000000000
ref_mOTU_v2_1440	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__candidatus Liberibacter|s__candidatus Liberibacter solanacearum	0.0000000000
ref_mOTU_v2_1441	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium doosanense	0.0000000000
ref_mOTU_v2_1442	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus hydrogenalis	0.0000000000
ref_mOTU_v2_1443	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium gallicum	0.0000000000
ref_mOTU_v2_1444	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces viscosus [C]	0.0000000000
ref_mOTU_v2_1445	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 171	0.0000000000
ref_mOTU_v2_1446	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia dentocariosa	0.0058060805
ref_mOTU_v2_1447	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. [C ghanaensis/viridosporus]	0.0000000000
ref_mOTU_v2_1448	k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales Family III. Incertae Sedis|g__Thermoanaerobacterium|s__Thermoanaerobacterium thermosaccharolyticum	0.0000000000
ref_mOTU_v2_1449	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylovorus|s__Methylovorus glucosotrophus [C]	0.0000000000
ref_mOTU_v2_1450	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus mulieris	0.0000000000
ref_mOTU_v2_1451	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas noxia	0.0000000000
ref_mOTU_v2_1452	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus minor	0.0000000000
ref_mOTU_v2_1453	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus minor	0.0000000000
ref_mOTU_v2_1454	k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter succinogenes	0.0000000000
ref_mOTU_v2_1455	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Alicycliphilus|s__Alicycliphilus denitrificans	0.0000000000
ref_mOTU_v2_1456	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia goodfellowii	0.0000000000
ref_mOTU_v2_1457	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__candidatus Phytoplasma|s__candidatus Phytoplasma australiense	0.0000000000
